Record_ID,City,Day_of_Week,Hour,Weather,Traffic_Level,Vehicle_Type,Road_Type,Speed_Limit_kmh,Average_Speed_kmh,Pedestrian_Count,Visibility_Percent,Near_Miss_Score,Incident
1830,Islamabad,Sunday,13,Clear,Low,Motorcycle,Residential,50,44.9,10,95.6,45.1,0
1831,Islamabad,Monday,6,Rain,Medium,Rickshaw,Main Road,60,47.1,5,75.5,35.8,0
1832,Islamabad,Monday,16,Clear,Medium,Motorcycle,Main Road,60,68.5,12,88.6,41.2,0
1833,Quetta,Friday,11,Clear,Medium,Motorcycle,Market,50,45.2,14,81.5,46.7,0
1834,Rawalpindi,Sunday,19,Cloudy,Medium,Car,Market,50,33.0,18,94.3,10.5,0
1835,Rawalpindi,Saturday,3,Clear,High,Rickshaw,Main Road,60,32.6,11,95.0,25.7,0
1836,Karachi,Friday,8,Clear,Low,Motorcycle,School Zone,40,39.8,36,91.9,56.6,0
1837,Rawalpindi,Tuesday,5,Clear,Medium,Motorcycle,Market,50,43.9,16,95.1,29.4,0
1838,Karachi,Wednesday,15,Clear,Low,Car,Market,50,49.2,15,92.7,34.7,0
1839,Multan,Monday,21,Clear,Medium,Motorcycle,Market,50,39.8,24,82.3,17.0,0
1840,Peshawar,Sunday,21,Clear,Low,Bus,Main Road,60,52.9,9,99.0,28.0,0
1841,Karachi,Tuesday,20,Clear,Medium,Bus,School Zone,40,24.3,33,91.3,6.5,0
1842,Islamabad,Friday,20,Rain,Medium,Rickshaw,Main Road,60,29.9,5,90.5,7.8,0
1843,Lahore,Friday,1,Clear,Low,Motorcycle,Highway,100,77.5,11,94.9,27.1,0
1844,Lahore,Monday,23,Clear,Medium,Car,Residential,50,10.0,9,91.7,13.8,0
1845,Quetta,Friday,7,Clear,Medium,Rickshaw,Main Road,60,52.6,10,85.5,11.6,0
1846,Islamabad,Saturday,10,Dust,Medium,Motorcycle,Residential,50,47.6,9,63.2,42.9,0
1847,Karachi,Friday,12,Clear,Medium,Motorcycle,Main Road,60,49.1,12,81.7,13.4,0
1848,Islamabad,Thursday,16,Dust,Medium,Car,Highway,100,90.5,4,62.2,49.3,0
1849,Quetta,Wednesday,7,Clear,High,Car,Highway,100,82.1,9,85.0,29.8,0
1850,Rawalpindi,Friday,20,Fog,High,Car,Highway,100,74.0,7,48.0,78.3,1
1851,Karachi,Thursday,17,Clear,Medium,Motorcycle,Highway,100,79.6,8,94.9,30.1,0
1852,Multan,Tuesday,17,Clear,Severe,Car,Highway,100,57.1,10,86.6,42.3,0
1853,Islamabad,Friday,13,Cloudy,Severe,Car,Market,50,14.4,27,94.5,36.7,0
1854,Rawalpindi,Saturday,14,Cloudy,Low,Bus,School Zone,40,34.4,46,86.7,34.2,0
1855,Quetta,Tuesday,5,Cloudy,Medium,Car,Main Road,60,55.4,5,84.2,53.6,1
1856,Rawalpindi,Sunday,10,Clear,High,Car,Main Road,60,33.3,11,79.1,33.8,0
1857,Karachi,Friday,12,Clear,Low,Bus,Main Road,60,55.4,14,93.2,43.7,0
1858,Quetta,Monday,0,Cloudy,Medium,Car,Main Road,60,42.5,5,86.0,16.7,0
1859,Quetta,Thursday,5,Fog,Severe,Motorcycle,Main Road,60,17.8,11,64.0,79.2,1
1860,Quetta,Thursday,8,Fog,High,Motorcycle,Residential,50,22.4,6,30.0,82.2,1
1861,Peshawar,Monday,7,Cloudy,Low,Rickshaw,Highway,100,97.7,12,91.0,40.3,0
1862,Quetta,Wednesday,10,Clear,High,Car,Market,50,14.8,23,95.5,42.4,0
1863,Peshawar,Sunday,21,Clear,Medium,Car,Market,50,52.9,28,83.7,32.0,0
1864,Rawalpindi,Saturday,18,Dust,Severe,Car,School Zone,40,10.0,39,66.0,57.8,0
1865,Multan,Thursday,23,Dust,Medium,Rickshaw,School Zone,40,38.7,32,70.4,71.3,1
1866,Peshawar,Tuesday,8,Fog,Medium,Car,Market,50,30.6,24,40.8,14.4,0
1867,Rawalpindi,Saturday,16,Cloudy,High,Van,Main Road,60,58.6,6,96.8,60.1,0
1868,Peshawar,Thursday,11,Dust,Medium,Motorcycle,Market,50,15.4,24,61.6,35.9,0
1869,Rawalpindi,Sunday,13,Dust,Low,Motorcycle,Market,50,52.0,25,53.1,60.9,0
1870,Rawalpindi,Wednesday,14,Cloudy,Low,Car,Main Road,60,69.6,8,75.0,53.5,0
1871,Multan,Sunday,15,Rain,Medium,Van,Main Road,60,24.4,8,92.1,42.5,0
1872,Quetta,Tuesday,21,Clear,Severe,Rickshaw,Main Road,60,37.1,6,100.0,37.8,0
1873,Multan,Sunday,21,Cloudy,Medium,Motorcycle,Highway,100,90.3,2,80.8,43.9,0
1874,Multan,Saturday,19,Fog,Low,Car,Residential,50,44.6,7,30.9,55.1,1
1875,Quetta,Tuesday,0,Clear,High,Car,Residential,50,53.4,9,100.0,59.6,0
1876,Rawalpindi,Monday,9,Rain,Low,Motorcycle,Highway,100,90.8,6,81.6,57.2,0
1877,Quetta,Friday,7,Clear,Medium,Motorcycle,School Zone,40,27.1,30,78.9,37.9,0
1878,Rawalpindi,Monday,17,Rain,Medium,Car,Residential,50,14.8,13,61.5,22.0,0
1879,Quetta,Saturday,0,Cloudy,Medium,Rickshaw,Market,50,34.5,20,90.3,24.7,0
1880,Lahore,Friday,1,Fog,Low,Motorcycle,Main Road,60,47.7,7,33.8,47.1,0
1881,Peshawar,Monday,0,Rain,Low,Car,Residential,50,48.3,8,87.5,44.1,1
1882,Multan,Friday,0,Clear,High,Car,Market,50,25.2,21,93.1,35.0,0
1883,Rawalpindi,Thursday,8,Clear,Low,Van,Main Road,60,41.0,10,84.5,12.5,0
1884,Islamabad,Sunday,12,Rain,High,Motorcycle,Main Road,60,47.1,10,65.7,53.1,1
1885,Quetta,Tuesday,0,Clear,High,Motorcycle,Highway,100,107.8,8,89.9,56.0,0
1886,Quetta,Friday,12,Cloudy,Low,Bus,Main Road,60,41.3,8,95.5,23.1,0
1887,Karachi,Thursday,19,Clear,Severe,Rickshaw,School Zone,40,24.7,29,100.0,40.6,0
1888,Islamabad,Sunday,21,Dust,Low,Bus,Main Road,60,79.8,8,57.8,56.2,0
1889,Islamabad,Sunday,6,Clear,High,Bus,Residential,50,32.7,11,71.0,46.9,0
1890,Multan,Wednesday,1,Dust,Medium,Car,Residential,50,51.1,11,74.4,37.5,0
1891,Lahore,Monday,5,Rain,Low,Motorcycle,Main Road,60,72.6,9,71.1,56.8,0
1892,Peshawar,Wednesday,6,Clear,Severe,Bus,Market,50,19.8,24,76.5,38.0,0
1893,Lahore,Saturday,13,Cloudy,Severe,Van,Residential,50,21.5,5,95.4,38.2,0
1894,Peshawar,Thursday,17,Dust,Medium,Motorcycle,School Zone,40,25.4,34,64.8,53.2,0
1895,Rawalpindi,Wednesday,14,Rain,Medium,Motorcycle,School Zone,40,13.0,37,79.8,42.0,0
1896,Multan,Wednesday,1,Clear,Severe,Motorcycle,Highway,100,69.7,5,85.5,56.6,0
1897,Lahore,Sunday,9,Fog,Medium,Rickshaw,Main Road,60,30.2,10,45.8,26.4,0
1898,Karachi,Thursday,22,Clear,Medium,Motorcycle,Main Road,60,68.6,14,100.0,61.9,1
1899,Peshawar,Sunday,11,Clear,Medium,Bus,Main Road,60,77.3,7,97.1,32.2,0
1900,Lahore,Tuesday,16,Rain,High,Motorcycle,Highway,100,84.0,7,85.6,40.7,0
1901,Multan,Friday,7,Clear,High,Motorcycle,Market,50,35.0,34,84.1,65.1,0
1902,Karachi,Saturday,10,Cloudy,Severe,Rickshaw,Main Road,60,32.8,15,90.8,53.1,0
1903,Multan,Saturday,2,Rain,Medium,Rickshaw,Residential,50,30.0,4,79.2,37.7,0
1904,Islamabad,Monday,5,Cloudy,High,Car,School Zone,40,10.0,39,85.4,59.0,0
1905,Quetta,Sunday,8,Clear,Low,Motorcycle,Highway,100,95.2,1,90.9,42.1,0
1906,Rawalpindi,Friday,5,Cloudy,High,Motorcycle,School Zone,40,20.4,37,76.8,50.0,0
1907,Multan,Monday,8,Cloudy,Medium,Motorcycle,Highway,100,100.9,11,100.0,55.2,0
1908,Rawalpindi,Saturday,6,Cloudy,Low,Car,Highway,100,87.0,9,89.0,14.8,0
1909,Multan,Friday,8,Dust,High,Bus,Highway,100,78.1,8,70.4,53.0,0
1910,Islamabad,Wednesday,17,Clear,Low,Motorcycle,Market,50,59.0,19,95.4,39.8,0
1911,Multan,Tuesday,11,Rain,Medium,Motorcycle,Market,50,49.4,18,76.4,54.7,1
1912,Multan,Wednesday,7,Rain,Medium,Car,Highway,100,72.3,11,89.0,22.4,0
1913,Lahore,Tuesday,7,Rain,High,Van,Main Road,60,27.9,8,72.9,43.0,0
1914,Quetta,Sunday,17,Cloudy,Medium,Car,Residential,50,28.0,7,87.4,13.2,0
1915,Islamabad,Thursday,19,Clear,Low,Car,School Zone,40,51.6,39,100.0,54.7,0
1916,Karachi,Monday,14,Clear,Low,Bus,Highway,100,120.0,6,100.0,42.1,1
1917,Quetta,Monday,6,Rain,High,Motorcycle,School Zone,40,11.0,42,74.4,68.0,0
1918,Peshawar,Thursday,10,Clear,Low,Rickshaw,School Zone,40,59.5,38,87.3,74.4,1
1919,Lahore,Friday,19,Clear,High,Rickshaw,Market,50,23.7,26,84.7,41.1,0
1920,Quetta,Thursday,15,Cloudy,Severe,Bus,Main Road,60,32.0,11,100.0,39.2,0
1921,Peshawar,Sunday,3,Dust,Medium,Car,Highway,100,73.6,9,73.8,9.2,0
1922,Islamabad,Saturday,5,Clear,High,Van,Main Road,60,41.4,6,82.8,54.9,1
1923,Multan,Thursday,21,Fog,Medium,Bus,Main Road,60,56.0,6,30.7,46.3,0
1924,Rawalpindi,Tuesday,2,Clear,Medium,Car,Main Road,60,45.4,11,87.9,12.4,0
1925,Quetta,Saturday,8,Cloudy,Low,Rickshaw,Main Road,60,58.9,1,97.2,42.8,0
1926,Quetta,Thursday,9,Cloudy,Medium,Car,Market,50,44.5,27,78.0,18.1,0
1927,Peshawar,Monday,13,Clear,Severe,Motorcycle,Highway,100,68.4,11,95.2,42.4,0
1928,Peshawar,Wednesday,10,Dust,Severe,Motorcycle,Highway,100,69.1,4,61.1,52.2,0
1929,Rawalpindi,Tuesday,17,Clear,Severe,Car,Main Road,60,39.8,14,94.6,25.7,0
1930,Peshawar,Sunday,21,Clear,Severe,Car,Highway,100,50.1,11,91.2,42.8,0
1931,Peshawar,Tuesday,11,Rain,Low,Rickshaw,Highway,100,72.6,9,81.8,31.9,0
1932,Quetta,Friday,22,Cloudy,Low,Motorcycle,Main Road,60,60.6,9,80.1,44.6,1
1933,Rawalpindi,Wednesday,11,Fog,Medium,Bus,Residential,50,32.3,9,42.0,33.3,0
1934,Rawalpindi,Tuesday,12,Clear,High,Motorcycle,Market,50,47.6,28,93.1,58.4,1
1935,Multan,Thursday,12,Clear,Medium,Van,Residential,50,34.5,6,100.0,27.8,0
1936,Quetta,Tuesday,18,Clear,Severe,Car,School Zone,40,27.5,19,89.9,38.9,0
1937,Multan,Tuesday,18,Rain,High,Car,Residential,50,26.6,10,76.4,71.2,1
1938,Islamabad,Tuesday,22,Cloudy,High,Bus,Main Road,60,33.9,6,91.0,32.3,0
1939,Islamabad,Friday,13,Fog,Low,Motorcycle,Residential,50,10.0,9,39.4,27.5,0
1940,Quetta,Tuesday,3,Rain,Low,Rickshaw,Market,50,41.8,22,83.5,28.7,0
1941,Peshawar,Tuesday,12,Fog,Medium,Motorcycle,School Zone,40,10.0,52,40.4,42.8,0
1942,Lahore,Friday,7,Fog,Severe,Car,Residential,50,23.4,8,51.1,72.0,0
1943,Islamabad,Saturday,22,Clear,Medium,Bus,School Zone,40,39.2,34,95.3,86.3,1
1944,Islamabad,Wednesday,20,Clear,High,Motorcycle,Main Road,60,48.7,6,85.4,41.8,0
1945,Quetta,Sunday,22,Clear,Severe,Car,Residential,50,23.2,10,82.5,68.2,0
1946,Multan,Saturday,18,Clear,Medium,Car,Market,50,59.4,24,96.4,54.4,0
1947,Quetta,Monday,11,Cloudy,Low,Motorcycle,School Zone,40,45.0,40,97.6,62.4,0
1948,Lahore,Friday,17,Clear,Medium,Bus,Highway,100,110.8,11,86.8,36.2,0
1949,Lahore,Friday,5,Clear,Medium,Car,Main Road,60,38.7,11,100.0,7.0,0
1950,Rawalpindi,Tuesday,17,Clear,Severe,Motorcycle,Main Road,60,36.9,9,98.5,52.8,0
1951,Quetta,Tuesday,18,Clear,Low,Motorcycle,Main Road,60,68.4,9,86.0,51.5,0
1952,Islamabad,Sunday,21,Clear,Medium,Car,Market,50,54.2,24,91.9,44.9,0
1953,Multan,Monday,4,Clear,Medium,Motorcycle,Residential,50,46.9,7,94.0,53.6,0
1954,Multan,Tuesday,23,Clear,Medium,Van,Highway,100,87.9,7,100.0,6.7,0
1955,Karachi,Thursday,8,Clear,Low,Car,School Zone,40,50.0,27,73.9,44.8,0
1956,Karachi,Tuesday,2,Dust,High,Motorcycle,Highway,100,79.9,12,64.4,47.7,0
1957,Peshawar,Tuesday,9,Clear,Medium,Car,Main Road,60,45.6,8,96.2,22.4,0
1958,Islamabad,Thursday,18,Dust,High,Car,School Zone,40,23.3,38,60.0,50.5,0
1959,Karachi,Monday,2,Cloudy,Medium,Bus,Main Road,60,66.1,6,100.0,39.7,0
1960,Multan,Thursday,21,Clear,Medium,Van,Residential,50,35.1,9,77.6,28.0,0
1961,Islamabad,Friday,14,Cloudy,Severe,Van,Main Road,60,25.5,5,100.0,33.8,0
1962,Quetta,Thursday,0,Clear,Low,Bus,Main Road,60,46.9,8,100.0,27.4,0
1963,Islamabad,Wednesday,6,Clear,Low,Car,Main Road,60,56.2,9,89.6,51.0,1
1964,Karachi,Friday,11,Rain,Medium,Motorcycle,Residential,50,44.6,4,75.5,53.1,0
1965,Multan,Tuesday,16,Fog,High,Car,Main Road,60,29.2,10,43.9,44.2,0
1966,Islamabad,Sunday,20,Fog,Medium,Car,Main Road,60,38.8,8,49.5,23.2,0
1967,Lahore,Friday,23,Cloudy,Medium,Motorcycle,Market,50,59.9,23,97.3,41.0,0
1968,Peshawar,Monday,19,Clear,Low,Motorcycle,Market,50,73.3,21,89.5,61.6,1
1969,Rawalpindi,Monday,4,Clear,Low,Van,Main Road,60,52.7,8,87.3,11.3,0
1970,Multan,Thursday,3,Cloudy,Low,Rickshaw,Residential,50,52.9,4,84.0,47.2,0
1971,Karachi,Friday,11,Dust,Severe,Car,Market,50,29.2,21,60.5,45.9,0
1972,Quetta,Tuesday,19,Clear,High,Motorcycle,Main Road,60,32.4,3,88.9,28.7,0
1973,Rawalpindi,Monday,23,Dust,Low,Car,School Zone,40,26.2,32,79.9,42.8,0
1974,Peshawar,Saturday,17,Clear,Low,Motorcycle,Highway,100,110.3,6,89.4,55.6,1
1975,Multan,Tuesday,16,Cloudy,Low,Motorcycle,Main Road,60,37.3,7,90.9,35.3,0
1976,Multan,Saturday,18,Fog,Medium,Motorcycle,Residential,50,45.7,10,47.1,49.5,0
1977,Lahore,Wednesday,8,Fog,High,Motorcycle,Residential,50,16.2,6,55.3,86.8,1
1978,Lahore,Saturday,3,Cloudy,Medium,Car,Residential,50,46.0,9,84.4,33.7,0
1979,Lahore,Monday,20,Clear,Low,Motorcycle,Highway,100,84.8,3,100.0,25.0,0
1980,Lahore,Thursday,1,Clear,Medium,Motorcycle,Market,50,39.4,21,95.7,18.5,0
1981,Karachi,Wednesday,3,Clear,Low,Car,Highway,100,106.7,7,87.4,18.2,0
1982,Multan,Friday,1,Rain,Medium,Car,Main Road,60,23.7,3,94.9,23.3,0
1983,Karachi,Tuesday,14,Cloudy,High,Rickshaw,Market,50,37.0,25,96.4,38.5,0
1984,Islamabad,Monday,1,Cloudy,Medium,Car,School Zone,40,30.0,42,90.8,56.8,0
1985,Quetta,Wednesday,3,Clear,Low,Car,Highway,100,120.0,14,91.1,52.6,0
1986,Islamabad,Wednesday,5,Clear,Medium,Bus,Residential,50,64.1,6,100.0,31.9,0
1987,Quetta,Monday,6,Cloudy,High,Car,Main Road,60,53.7,10,93.7,37.2,0
1988,Peshawar,Friday,9,Dust,Low,Motorcycle,Residential,50,52.4,5,51.9,67.8,1
1989,Islamabad,Friday,18,Clear,Low,Rickshaw,Residential,50,30.7,14,99.7,21.2,0
1990,Peshawar,Thursday,18,Rain,Medium,Rickshaw,Market,50,35.0,16,76.8,12.0,0
1991,Peshawar,Sunday,21,Clear,Medium,Motorcycle,Main Road,60,40.2,6,98.4,31.0,0
1992,Peshawar,Saturday,11,Rain,Low,Van,Residential,50,48.6,8,70.4,53.7,0
1993,Lahore,Friday,2,Fog,Low,Van,Highway,100,68.8,8,45.2,44.0,1
1994,Rawalpindi,Thursday,12,Clear,Low,Rickshaw,Market,50,42.7,19,88.3,21.6,0
1995,Rawalpindi,Saturday,17,Clear,Medium,Car,Residential,50,42.5,6,83.1,12.6,0
1996,Karachi,Wednesday,7,Clear,Low,Rickshaw,Main Road,60,48.6,7,76.4,29.5,0
1997,Peshawar,Monday,20,Clear,High,Car,Main Road,60,43.0,9,87.2,37.9,0
1998,Lahore,Friday,14,Rain,Medium,Motorcycle,Highway,100,83.0,7,89.8,34.2,0
1999,Islamabad,Thursday,0,Clear,Medium,Rickshaw,Residential,50,35.1,9,87.7,22.0,0
2000,Islamabad,Wednesday,2,Clear,Medium,Car,Main Road,60,46.2,3,91.0,4.4,0
2001,Karachi,Friday,7,Cloudy,High,Motorcycle,Highway,100,98.7,8,90.5,64.7,1
2002,Karachi,Tuesday,3,Cloudy,Severe,Rickshaw,Main Road,60,31.7,9,70.7,32.3,0
2003,Peshawar,Sunday,15,Clear,High,Rickshaw,Main Road,60,30.7,9,99.4,33.2,0
2004,Peshawar,Wednesday,22,Cloudy,Medium,Rickshaw,Market,50,40.0,24,78.6,26.2,0
2005,Islamabad,Friday,9,Rain,High,Rickshaw,Main Road,60,30.8,5,81.1,39.2,0
2006,Islamabad,Wednesday,11,Clear,Medium,Car,Main Road,60,41.7,9,94.1,29.7,0
2007,Islamabad,Monday,13,Cloudy,Medium,Car,Residential,50,34.4,9,85.1,27.2,0
2008,Islamabad,Monday,13,Dust,Medium,Van,School Zone,40,43.8,37,56.2,68.5,1
2009,Rawalpindi,Sunday,1,Clear,Medium,Motorcycle,Market,50,58.3,20,91.7,21.2,0
2010,Peshawar,Monday,22,Rain,Low,Rickshaw,Main Road,60,33.9,10,81.2,19.8,0
2011,Peshawar,Saturday,4,Dust,Low,Car,Residential,50,54.3,7,67.7,38.2,0
2012,Islamabad,Tuesday,4,Dust,Low,Van,Main Road,60,66.3,2,60.5,23.0,0
2013,Lahore,Monday,5,Cloudy,Severe,Car,Market,50,23.3,21,85.4,63.9,0
2014,Islamabad,Tuesday,12,Rain,Low,Motorcycle,Residential,50,25.7,8,83.9,37.2,0
2015,Quetta,Monday,8,Rain,Medium,Rickshaw,Main Road,60,44.6,5,76.2,16.2,0
2016,Multan,Saturday,21,Rain,Severe,Bus,Residential,50,15.1,8,76.6,49.5,1
2017,Multan,Wednesday,14,Clear,High,Motorcycle,School Zone,40,28.9,33,93.0,65.8,1
2018,Karachi,Friday,13,Clear,Medium,Motorcycle,Residential,50,54.5,9,92.9,52.9,0
2019,Quetta,Friday,23,Clear,High,Car,Highway,100,104.1,4,87.4,50.1,1
2020,Lahore,Monday,6,Clear,Medium,Motorcycle,Residential,50,41.6,8,70.4,35.8,0
2021,Karachi,Friday,19,Clear,Low,Rickshaw,Highway,100,112.7,9,96.7,37.2,0
2022,Multan,Monday,1,Clear,High,Motorcycle,Highway,100,87.4,7,78.6,42.5,0
2023,Lahore,Monday,6,Fog,Low,Bus,Highway,100,93.8,8,36.4,48.7,0
2024,Karachi,Sunday,5,Fog,High,Motorcycle,Market,50,14.5,25,41.7,45.7,0
2025,Islamabad,Thursday,16,Rain,Low,Car,School Zone,40,66.0,24,79.7,39.9,0
2026,Islamabad,Thursday,1,Fog,High,Motorcycle,School Zone,40,10.0,33,48.2,76.0,1
2027,Lahore,Sunday,2,Fog,Medium,Car,Main Road,60,36.9,8,49.4,30.5,0
2028,Karachi,Thursday,4,Dust,Severe,Car,Market,50,16.7,26,62.7,51.2,0
2029,Rawalpindi,Tuesday,4,Clear,Medium,Car,Market,50,54.6,23,91.8,34.9,0
2030,Lahore,Thursday,0,Clear,Severe,Rickshaw,Main Road,60,34.4,10,94.4,37.0,0
2031,Lahore,Monday,7,Cloudy,Medium,Bus,Main Road,60,47.2,10,94.9,23.7,0
2032,Quetta,Saturday,11,Clear,High,Rickshaw,Main Road,60,33.9,12,100.0,42.4,0
2033,Peshawar,Saturday,23,Rain,High,Motorcycle,Residential,50,16.2,9,84.9,54.7,0
2034,Lahore,Wednesday,3,Clear,Low,Car,Highway,100,96.7,6,100.0,32.1,0
2035,Rawalpindi,Thursday,12,Clear,High,Motorcycle,Highway,100,87.1,7,80.9,36.4,0
2036,Islamabad,Saturday,22,Clear,Low,Motorcycle,Highway,100,116.4,7,89.1,41.5,1
2037,Karachi,Thursday,14,Cloudy,Medium,Car,School Zone,40,35.0,41,82.1,43.6,0
2038,Peshawar,Wednesday,10,Cloudy,High,Motorcycle,Residential,50,10.0,12,85.1,56.3,1
2039,Karachi,Saturday,9,Rain,Severe,Rickshaw,Highway,100,80.3,5,80.9,66.0,1
2040,Islamabad,Monday,2,Clear,Medium,Bus,Market,50,61.1,25,83.4,53.8,0
2041,Lahore,Tuesday,21,Cloudy,Medium,Van,Residential,50,18.3,9,94.4,29.6,0
2042,Quetta,Sunday,13,Rain,Medium,Rickshaw,Main Road,60,43.4,10,72.8,8.2,0
2043,Rawalpindi,Sunday,15,Rain,High,Van,Residential,50,42.8,9,82.2,42.5,0
2044,Peshawar,Sunday,9,Clear,Severe,Car,Main Road,60,31.2,7,100.0,42.8,0
2045,Rawalpindi,Thursday,9,Clear,High,Car,Main Road,60,45.6,8,94.2,37.6,0
2046,Multan,Saturday,11,Clear,Medium,Car,Main Road,60,32.8,7,87.1,39.1,0
2047,Rawalpindi,Saturday,8,Rain,Low,Van,Highway,100,74.6,6,64.0,27.2,0
2048,Rawalpindi,Wednesday,0,Clear,Low,Car,Residential,50,45.4,13,97.0,63.7,0
2049,Rawalpindi,Monday,4,Clear,High,Motorcycle,Highway,100,74.1,12,77.7,47.6,1
2050,Islamabad,Friday,19,Clear,Severe,Motorcycle,Highway,100,74.1,8,100.0,60.3,1
2051,Rawalpindi,Saturday,7,Rain,High,Car,Market,50,10.0,25,68.4,35.1,0
2052,Quetta,Tuesday,10,Cloudy,Severe,Car,Residential,50,20.9,8,87.8,56.5,1
2053,Rawalpindi,Wednesday,11,Cloudy,Medium,Car,Highway,100,100.3,12,82.5,29.2,0
2054,Islamabad,Saturday,0,Cloudy,High,Rickshaw,Market,50,16.3,18,95.8,29.5,0
2055,Karachi,Saturday,21,Clear,Medium,Car,Highway,100,88.7,6,85.6,16.6,0
2056,Islamabad,Wednesday,19,Clear,Medium,Car,Main Road,60,53.9,6,86.8,25.7,0
2057,Multan,Wednesday,10,Clear,High,Motorcycle,Market,50,40.2,23,97.3,45.0,1
2058,Multan,Thursday,4,Clear,Medium,Bus,Main Road,60,55.9,11,87.7,40.2,0
2059,Quetta,Saturday,14,Dust,High,Motorcycle,Market,50,16.2,19,53.1,45.1,0
2060,Quetta,Friday,4,Cloudy,High,Car,Market,50,32.2,22,98.9,34.0,0
2061,Lahore,Tuesday,11,Rain,High,Rickshaw,Market,50,24.6,20,72.7,35.4,0
2062,Islamabad,Monday,4,Clear,High,Car,Market,50,53.9,21,85.3,60.1,0
2063,Karachi,Monday,16,Clear,Medium,Motorcycle,Residential,50,44.3,8,91.0,18.2,0
2064,Lahore,Friday,16,Clear,Medium,Rickshaw,Main Road,60,52.7,9,89.7,13.2,0
2065,Lahore,Wednesday,23,Cloudy,Low,Motorcycle,Highway,100,96.1,10,89.9,42.8,0
2066,Peshawar,Wednesday,11,Clear,Medium,Car,Residential,50,46.7,8,92.1,32.2,0
2067,Rawalpindi,Wednesday,23,Clear,Medium,Car,School Zone,40,26.9,33,81.1,36.6,0
2068,Lahore,Saturday,14,Rain,Low,Rickshaw,Residential,50,33.8,10,66.1,39.2,0
2069,Lahore,Wednesday,14,Fog,Medium,Motorcycle,Residential,50,38.2,8,44.1,37.3,0
2070,Quetta,Wednesday,5,Clear,Medium,Rickshaw,Market,50,20.4,23,86.6,17.8,0
2071,Karachi,Saturday,11,Clear,Low,Motorcycle,Market,50,61.0,17,90.5,58.1,1
2072,Lahore,Saturday,19,Clear,Medium,Motorcycle,Main Road,60,72.8,5,82.0,47.1,0
2073,Multan,Friday,17,Rain,Medium,Car,Main Road,60,37.1,9,87.3,43.6,1
2074,Karachi,Thursday,13,Clear,Low,Car,Main Road,60,58.4,11,94.7,33.8,0
2075,Rawalpindi,Saturday,1,Cloudy,Medium,Motorcycle,Main Road,60,45.0,6,90.4,25.1,0
2076,Multan,Tuesday,8,Cloudy,Medium,Motorcycle,Main Road,60,57.4,9,84.7,58.5,1
2077,Quetta,Wednesday,4,Clear,Medium,Car,Market,50,27.3,21,86.5,14.2,0
2078,Multan,Thursday,19,Clear,Medium,Rickshaw,Residential,50,32.4,6,82.0,10.2,0
2079,Peshawar,Monday,0,Clear,Medium,Motorcycle,School Zone,40,10.0,33,86.1,39.2,0
2080,Peshawar,Friday,22,Clear,Low,Motorcycle,Main Road,60,64.8,6,100.0,55.5,0
2081,Rawalpindi,Thursday,2,Clear,Low,Rickshaw,Highway,100,103.6,8,94.6,44.2,0
2082,Rawalpindi,Saturday,5,Cloudy,High,Car,Main Road,60,51.0,5,96.4,31.5,0
2083,Multan,Wednesday,4,Cloudy,Medium,Car,Highway,100,103.1,10,100.0,39.8,0
2084,Quetta,Wednesday,20,Clear,High,Car,School Zone,40,18.7,28,89.2,27.8,0
2085,Quetta,Wednesday,4,Cloudy,Medium,Car,Market,50,56.4,22,98.9,48.5,0
2086,Islamabad,Thursday,0,Clear,Severe,Rickshaw,Highway,100,87.8,6,82.6,43.2,0
2087,Lahore,Wednesday,16,Cloudy,Medium,Motorcycle,School Zone,40,30.1,34,100.0,37.9,0
2088,Lahore,Saturday,18,Rain,High,Car,Residential,50,10.0,7,65.9,56.0,0
2089,Lahore,Thursday,13,Rain,Low,Motorcycle,Main Road,60,72.8,10,69.2,65.6,0
2090,Karachi,Wednesday,11,Clear,Medium,Motorcycle,Market,50,36.8,13,99.1,38.7,0
2091,Islamabad,Monday,9,Cloudy,Medium,Motorcycle,Main Road,60,57.9,16,97.1,47.6,1
2092,Multan,Monday,19,Rain,Low,Car,Market,50,64.7,15,97.3,54.6,0
2093,Lahore,Tuesday,20,Clear,Low,Car,Market,50,56.7,23,78.7,44.9,1
2094,Karachi,Wednesday,17,Cloudy,Severe,Bus,Market,50,10.4,22,94.1,27.0,0
2095,Karachi,Wednesday,23,Dust,Severe,Rickshaw,Main Road,60,23.5,9,63.1,54.0,1
2096,Peshawar,Thursday,10,Clear,High,Rickshaw,Main Road,60,63.9,3,93.1,42.3,0
2097,Karachi,Thursday,1,Clear,High,Car,School Zone,40,21.8,33,91.5,54.8,1
2098,Rawalpindi,Sunday,17,Cloudy,Low,Car,Market,50,35.1,21,86.9,16.5,0
2099,Quetta,Wednesday,6,Clear,High,Motorcycle,Residential,50,13.6,4,90.3,36.3,0
2100,Karachi,Tuesday,23,Clear,Medium,Motorcycle,Highway,100,93.9,5,84.8,36.4,0
2101,Rawalpindi,Wednesday,14,Clear,Medium,Motorcycle,School Zone,40,35.8,35,97.5,44.5,0
2102,Rawalpindi,Saturday,10,Clear,High,Van,Residential,50,25.7,10,98.3,30.5,0
2103,Peshawar,Thursday,17,Clear,Low,Rickshaw,Main Road,60,51.7,9,88.8,19.9,0
