User_ID,Date,Age,Occupation,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Social_Media_Hours,Study_Work_Hours,Exercise_Minutes,Notifications_Received,Phone_Pickups,Caffeine_Cups,Stress_Score,Mood_Score,Productivity_Score,Tasks_Planned,Tasks_Completed,Weekend
U04489,2025-02-09,45,Designer,7.9,8.0,4.5,1.9,11.4,14,88,79,1,1,10.0,100.0,8,6,Yes
U04796,2025-02-09,52,Teacher,8.6,10.0,5.3,1.2,7.7,15,111,49,1,2,8.0,100.0,8,5,No
U04220,2025-02-09,55,Software Engineer,7.5,10.0,5.9,3.2,10.9,84,104,74,4,4,10.0,98.5,8,3,No
U01844,2025-02-10,47,Student,7.5,10.0,6.9,3.1,10.5,64,132,95,2,4,9.0,98.7,4,3,No
U06184,2025-02-10,41,Teacher,7.4,8.0,9.2,4.5,8.9,26,209,126,0,6,8.0,81.3,13,7,Yes
U00061,2025-02-10,35,Designer,6.1,10.0,9.1,1.9,6.1,55,151,103,1,4,6.0,63.8,6,3,No
U06492,2025-02-10,54,Designer,5.0,10.0,8.2,4.8,9.1,43,158,98,1,8,9.0,67.2,5,1,Yes
U06048,2025-02-10,26,Analyst,7.4,9.0,6.9,1.8,5.8,43,84,91,2,6,9.0,79.2,5,1,Yes
U02255,2025-02-10,31,Designer,6.5,9.0,4.5,0.2,8.7,50,52,39,1,2,10.0,100.0,6,5,No
U05412,2025-02-10,37,Software Engineer,6.9,10.0,7.7,4.6,7.1,24,128,109,1,6,7.0,66.2,5,3,No
U01372,2025-02-10,42,Software Engineer,7.0,8.0,10.5,4.4,8.6,27,170,139,0,8,7.0,68.8,8,2,No
U06541,2025-02-10,19,Analyst,6.0,8.0,7.0,4.6,6.5,14,158,91,2,7,6.0,60.9,10,4,No
U05270,2025-02-10,29,Designer,6.7,9.0,5.9,2.3,4.3,55,119,70,2,4,9.0,67.9,6,5,No
U06133,2025-02-10,41,Student,7.9,6.0,5.4,2.9,9.2,38,143,71,3,4,8.0,92.6,8,5,Yes
U04840,2025-02-10,30,Teacher,7.8,10.0,5.2,2.2,7.6,21,109,71,3,3,10.0,93.0,12,8,No
U00705,2025-02-10,56,Analyst,8.3,10.0,5.9,2.2,9.7,23,150,68,4,4,10.0,100.0,3,1,Yes
U02451,2025-02-10,49,Software Engineer,5.7,9.0,5.0,3.5,12.0,37,130,83,0,3,6.0,94.2,11,7,No
U00312,2025-02-10,23,Software Engineer,3.6,7.0,6.6,2.9,8.5,59,139,83,1,3,7.0,62.9,10,7,Yes
U06901,2025-02-10,27,Designer,7.8,10.0,6.5,3.4,9.3,43,165,105,1,7,8.0,89.9,6,1,No
U01705,2025-02-10,43,Teacher,7.1,10.0,7.7,2.2,6.1,34,132,140,1,5,8.0,72.5,9,6,No
U05370,2025-02-10,50,Software Engineer,6.6,9.0,7.5,1.2,7.4,32,134,83,0,4,9.0,88.9,9,5,Yes
U00964,2025-02-11,49,Freelancer,7.2,10.0,4.8,2.2,7.5,37,87,79,1,4,8.0,87.1,7,2,Yes
U02057,2025-02-11,26,Software Engineer,5.0,6.0,4.4,2.9,10.9,75,90,78,2,3,8.0,100.0,10,5,No
U03875,2025-02-11,24,Freelancer,7.5,10.0,5.8,2.3,10.3,32,138,84,1,4,9.0,99.0,8,5,No
U03269,2025-02-11,35,Analyst,7.0,10.0,3.0,1.5,10.4,106,75,49,3,2,10.0,100.0,6,4,No
U05958,2025-02-11,54,Software Engineer,7.0,10.0,6.2,3.4,10.7,35,93,78,3,4,7.0,75.7,11,8,Yes
U00448,2025-02-11,33,Student,7.4,10.0,3.5,0.9,7.0,76,64,62,0,1,10.0,100.0,9,9,No
U06515,2025-02-11,34,Freelancer,6.3,9.0,7.6,3.9,7.2,26,138,90,0,6,10.0,69.2,5,3,Yes
U03969,2025-02-11,36,Teacher,7.7,10.0,8.2,3.6,3.8,9,138,119,1,6,6.0,74.4,7,4,No
U00156,2025-02-11,28,Analyst,7.8,10.0,2.6,1.0,12.0,6,61,49,2,2,8.0,100.0,7,5,No
U06558,2025-02-11,18,Analyst,8.9,10.0,5.1,2.1,11.0,57,104,58,0,3,10.0,100.0,4,0,Yes
U01909,2025-02-11,47,Student,4.0,9.0,8.0,3.4,7.9,6,144,117,2,9,7.0,38.4,4,2,Yes
U05081,2025-02-11,43,Teacher,5.6,10.0,5.3,3.0,8.3,9,98,75,1,6,8.0,66.9,7,6,Yes
U06365,2025-02-11,18,Analyst,7.0,9.0,4.8,3.3,10.5,19,99,74,3,4,7.0,100.0,6,4,No
U00769,2025-02-11,44,Student,5.0,9.0,5.2,3.1,8.0,5,134,73,1,6,8.0,83.6,15,8,No
U06060,2025-02-11,26,Student,5.6,9.0,10.0,1.3,2.4,16,136,86,2,7,6.0,55.7,10,3,No
U06630,2025-02-11,49,Teacher,6.8,10.0,5.5,0.9,10.8,78,95,81,0,3,10.0,97.3,4,2,No
U03764,2025-02-11,60,Student,5.2,6.0,7.0,4.9,8.4,11,103,107,1,7,7.0,72.7,6,1,No
U06001,2025-02-11,51,Software Engineer,6.6,10.0,3.6,1.2,11.5,6,83,56,3,3,7.0,81.7,4,4,No
U00894,2025-02-11,37,Teacher,9.5,10.0,8.8,2.6,7.5,45,168,126,3,3,8.0,86.8,6,5,No
U01346,2025-02-11,46,Teacher,4.7,7.0,6.0,1.4,9.2,63,124,75,4,7,9.0,65.2,7,4,No
U04110,2025-02-11,39,Analyst,8.5,10.0,10.0,2.0,10.5,46,185,116,0,6,7.0,81.6,5,1,Yes
U01737,2025-02-11,39,Software Engineer,7.1,10.0,7.8,3.4,8.0,21,132,99,1,4,9.0,82.7,7,3,Yes
U06056,2025-02-11,30,Designer,6.3,9.0,3.0,0.5,12.0,21,59,26,2,3,7.0,92.7,12,9,No
U01328,2025-02-11,58,Software Engineer,8.5,10.0,5.6,1.7,8.8,58,77,62,1,2,8.0,97.8,6,5,No
U05178,2025-02-11,21,Software Engineer,6.0,10.0,6.1,,7.0,81,117,94,2,3,7.0,90.5,7,3,No
U06312,2025-02-11,39,Freelancer,8.1,10.0,4.0,1.9,7.9,25,70,72,4,1,10.0,100.0,5,3,No
U04487,2025-02-11,29,Teacher,6.4,8.0,6.2,2.9,8.5,45,136,84,3,6,6.0,64.0,7,5,No
U05264,2025-02-12,22,Student,6.7,8.0,3.9,2.1,9.8,82,84,48,0,4,10.0,100.0,6,3,No
U06721,2025-02-12,43,Designer,4.3,8.0,6.4,2.0,11.3,25,130,90,3,6,5.0,75.1,11,9,Yes
U00330,2025-02-12,20,Analyst,8.5,10.0,5.6,2.2,9.0,14,92,70,2,3,9.0,100.0,8,7,No
U04732,2025-02-12,57,Teacher,6.9,10.0,9.0,1.9,9.5,34,104,88,0,5,8.0,77.8,8,3,No
U01286,2025-02-12,19,Freelancer,9.1,10.0,6.5,3.9,7.5,27,124,97,1,4,10.0,82.7,3,1,Yes
U01338,2025-02-12,39,Teacher,7.2,10.0,8.3,4.8,10.1,13,162,124,0,5,8.0,88.7,9,5,No
U05807,2025-02-12,38,Student,5.1,8.0,6.8,3.7,8.4,10,128,122,2,7,7.0,66.5,2,1,Yes
U06231,2025-02-12,52,Designer,7.4,9.0,8.2,3.6,11.6,32,188,91,1,8,7.0,71.9,7,4,No
U03425,2025-02-12,36,Student,7.3,10.0,7.9,,7.4,56,163,88,2,5,8.0,73.5,6,3,Yes
U06717,2025-02-12,40,Student,8.3,10.0,5.6,2.6,7.3,43,130,92,2,4,8.0,87.0,6,4,Yes
U04963,2025-02-12,33,Freelancer,8.9,10.0,6.9,2.2,9.3,36,94,94,3,4,10.0,69.9,7,4,No
U06407,2025-02-12,40,Designer,9.0,10.0,6.1,2.4,5.7,77,132,90,2,1,10.0,100.0,4,0,No
U04966,2025-02-12,29,Software Engineer,5.1,8.0,6.4,2.9,10.3,32,138,104,2,5,9.0,82.5,9,4,No
U03038,2025-02-12,39,Student,7.1,10.0,9.5,3.1,6.2,38,170,114,4,4,8.0,80.8,11,6,Yes
U05513,2025-02-12,57,Analyst,6.9,8.0,4.4,1.1,11.2,57,72,68,1,1,9.0,100.0,6,3,No
U00557,2025-02-12,55,Student,4.6,8.0,6.5,1.2,7.8,31,100,74,1,6,8.0,66.9,9,7,No
U04429,2025-02-12,38,Designer,7.2,10.0,5.7,2.7,7.6,16,100,76,4,5,9.0,85.8,4,2,Yes
U03930,2025-02-12,49,Designer,8.1,10.0,4.1,2.6,9.8,22,96,72,2,5,10.0,95.3,11,8,No
U05654,2025-02-12,55,Freelancer,6.9,10.0,8.6,3.2,8.3,40,146,104,0,4,9.0,79.9,3,2,No
U05593,2025-02-12,59,Analyst,6.2,9.0,5.9,2.8,9.1,21,104,94,2,2,7.0,88.6,8,4,Yes
U01843,2025-02-12,29,Freelancer,5.4,8.0,8.4,2.6,9.2,27,118,88,1,5,6.0,77.6,5,2,No
U01992,2025-02-12,29,Designer,8.2,10.0,4.8,0.0,9.6,86,102,62,2,3,10.0,100.0,7,4,No
U00255,2025-02-13,20,Analyst,5.1,9.0,2.4,0.7,7.1,46,53,32,4,2,8.0,88.2,8,4,Yes
U04284,2025-02-13,47,Designer,5.3,9.0,8.4,3.2,9.6,70,153,122,3,4,9.0,77.2,6,3,No
U01367,2025-02-13,56,Student,6.8,10.0,6.7,4.0,7.8,146,142,95,3,2,10.0,97.7,7,7,No
U03045,2025-02-13,44,Student,5.7,7.0,5.8,3.6,5.9,17,94,77,1,6,6.0,64.4,6,3,No
U04817,2025-02-13,50,Analyst,8.1,10.0,6.9,4.3,7.6,49,142,83,1,5,9.0,73.5,10,5,No
U01862,2025-02-13,23,Analyst,5.7,10.0,4.7,2.8,9.2,43,112,61,1,4,10.0,100.0,5,2,No
U02186,2025-02-13,39,Analyst,6.7,6.0,12.4,5.2,5.5,89,196,185,1,7,6.0,57.6,7,3,No
U01192,2025-02-13,40,Freelancer,5.6,9.0,7.5,4.3,11.8,47,145,106,5,6,7.0,68.5,6,3,Yes
U04275,2025-02-13,49,Software Engineer,7.4,10.0,6.5,2.0,10.0,73,104,72,1,6,9.0,94.4,6,3,No
U01232,2025-02-13,58,Software Engineer,8.0,8.0,5.7,3.4,9.2,6,108,73,1,5,8.0,84.3,8,3,No
U01200,2025-02-13,51,Software Engineer,7.3,6.0,6.2,2.2,9.3,54,161,90,2,6,7.0,81.3,2,0,Yes
U01952,2025-02-13,58,Student,6.2,10.0,3.0,0.4,12.0,56,61,21,1,1,9.0,100.0,9,7,No
U01641,2025-02-13,32,Analyst,7.7,10.0,2.9,0.4,10.7,47,36,47,2,2,10.0,100.0,10,6,No
U03802,2025-02-13,44,Designer,7.2,8.0,3.0,1.5,9.9,39,85,23,1,1,10.0,100.0,9,5,No
U01580,2025-02-13,52,Analyst,6.3,9.0,7.3,4.7,7.6,71,171,122,2,4,8.0,82.0,8,4,No
U03615,2025-02-13,33,Analyst,4.5,7.0,1.5,0.9,10.0,41,60,46,1,3,7.0,99.1,5,3,No
U05334,2025-02-13,59,Freelancer,6.5,7.0,7.8,2.1,5.9,8,157,90,3,6,7.0,58.7,6,2,Yes
U01906,2025-02-13,43,Designer,5.5,10.0,4.0,0.4,10.2,56,66,39,4,2,10.0,95.4,5,5,Yes
U03852,2025-02-14,18,Teacher,10.0,10.0,6.4,2.4,8.2,22,170,67,4,3,8.0,94.2,9,5,No
U06007,2025-02-14,23,Designer,7.0,10.0,8.8,5.0,10.0,21,171,113,1,5,6.0,72.3,10,8,Yes
U01175,2025-02-14,24,Software Engineer,7.2,9.0,4.2,1.5,11.5,42,79,70,2,4,10.0,94.2,5,0,No
U06039,2025-02-14,46,Teacher,7.4,10.0,8.5,3.6,7.5,29,189,96,3,8,7.0,70.3,9,4,No
U03337,2025-02-14,39,Student,7.0,8.0,8.5,2.2,8.4,4,168,96,3,5,9.0,85.3,7,4,No
U02586,2025-02-14,54,Student,7.6,10.0,6.2,2.9,7.6,27,105,80,4,3,7.0,81.8,4,0,No
U06271,2025-02-14,50,Student,3.7,7.0,3.0,2.3,9.2,82,103,21,3,3,8.0,98.5,5,2,No
U06475,2025-02-14,42,Software Engineer,7.0,10.0,5.2,2.8,9.1,43,143,53,1,6,10.0,87.3,4,2,Yes
U05847,2025-02-14,60,Analyst,7.7,9.0,5.0,3.0,10.6,52,75,90,5,2,9.0,100.0,5,4,Yes
U05748,2025-02-14,20,Student,7.5,9.0,5.9,2.0,6.8,59,131,77,4,4,8.0,75.4,9,8,Yes
U03699,2025-02-14,47,Freelancer,7.9,10.0,9.7,1.6,10.4,28,177,122,0,7,6.0,76.7,12,7,No
U02929,2025-02-14,55,Teacher,7.5,10.0,4.7,0.8,9.2,78,135,53,3,4,10.0,99.7,5,2,No
U00575,2025-02-14,42,Student,6.8,10.0,6.6,3.9,8.3,59,92,82,1,2,8.0,88.1,7,4,Yes
U03239,2025-02-14,34,Designer,7.4,10.0,1.3,0.8,11.8,58,43,15,3,3,7.0,100.0,4,2,No
U04891,2025-02-14,40,Designer,8.5,10.0,5.3,1.7,12.0,71,88,74,4,4,10.0,100.0,4,2,No
U06445,2025-02-14,58,Teacher,7.5,10.0,6.8,1.0,7.6,22,107,99,1,6,10.0,76.1,7,3,No
U03561,2025-02-14,18,Analyst,7.0,9.0,9.3,2.7,8.4,44,160,101,2,7,8.0,71.2,7,4,No
U06377,2025-02-14,34,Analyst,7.7,9.0,2.4,1.8,10.3,40,63,25,2,1,10.0,100.0,4,2,Yes
U03365,2025-02-14,32,Student,6.2,10.0,9.0,1.8,9.2,24,175,100,1,7,8.0,68.5,4,2,No
U05895,2025-02-14,45,Designer,9.1,10.0,5.5,3.1,9.6,50,94,81,2,3,10.0,100.0,6,4,No
U03362,2025-02-14,42,Analyst,6.8,7.0,7.0,1.8,7.2,19,136,71,1,6,8.0,67.0,6,3,No
U00909,2025-02-14,22,Teacher,4.8,9.0,10.6,3.5,6.0,27,182,124,0,8,6.0,47.0,9,5,Yes
U05230,2025-02-14,34,Analyst,7.6,10.0,12.5,4.0,8.2,23,207,164,2,8,6.0,49.1,11,5,No
U00022,2025-02-15,19,Student,10.0,10.0,7.1,2.5,10.0,29,142,91,1,4,10.0,100.0,12,9,No
U02838,2025-02-15,21,Freelancer,6.8,9.0,6.5,1.9,7.2,49,113,86,3,6,9.0,77.8,10,6,No
U01920,2025-02-15,50,Analyst,6.5,8.0,6.3,2.4,6.3,47,132,56,4,3,9.0,87.2,7,4,No
U06695,2025-02-15,29,Teacher,6.8,10.0,7.7,2.6,5.8,41,123,84,3,6,9.0,68.2,5,3,No
U00919,2025-02-15,26,Software Engineer,6.4,10.0,10.1,2.1,4.9,46,117,136,1,7,6.0,53.4,11,5,Yes
U00525,2025-02-15,29,Student,6.3,8.0,8.5,3.2,8.2,43,142,108,4,5,7.0,73.3,13,6,No
U03076,2025-02-15,58,Analyst,7.9,9.0,5.9,2.5,12.0,50,124,71,0,3,10.0,100.0,3,3,No
U04798,2025-02-15,20,Freelancer,9.1,10.0,8.8,2.6,6.9,33,116,136,2,6,10.0,79.1,6,3,No
U00946,2025-02-15,47,Software Engineer,5.8,8.0,6.4,2.4,8.6,78,117,100,4,6,8.0,77.9,9,6,No
U00391,2025-02-15,47,Freelancer,7.7,10.0,10.0,2.1,5.8,83,180,107,1,7,8.0,67.1,6,0,No
U04855,2025-02-15,27,Analyst,5.3,8.0,6.3,4.1,9.0,9,157,93,2,6,6.0,72.5,11,9,No
U01562,2025-02-15,37,Freelancer,7.3,10.0,5.6,3.2,8.0,32,116,88,1,7,8.0,75.0,6,4,Yes
U04231,2025-02-15,52,Software Engineer,8.0,10.0,13.4,4.5,7.3,20,207,164,2,9,9.0,57.8,5,1,No
U01364,2025-02-15,57,Analyst,8.1,10.0,7.7,3.7,7.1,39,177,76,2,5,10.0,86.1,7,4,No
U06801,2025-02-15,36,Student,5.0,7.0,7.1,3.4,8.8,38,147,106,1,7,8.0,71.1,9,5,No
U03923,2025-02-15,53,Freelancer,8.3,10.0,7.0,2.8,8.5,49,127,106,0,6,10.0,100.0,7,4,Yes
U05007,2025-02-16,20,Designer,8.8,10.0,4.4,0.9,9.5,69,118,64,2,4,10.0,100.0,5,4,No
U06232,2025-02-16,54,Teacher,8.0,8.0,5.6,3.1,8.9,53,77,91,3,3,10.0,100.0,7,3,No
U05591,2025-02-16,28,Designer,8.4,10.0,8.1,2.8,7.1,67,151,106,4,4,9.0,92.4,7,5,No
U03630,2025-02-16,21,Analyst,7.9,9.0,3.4,1.5,12.0,43,59,79,3,4,8.0,99.1,12,10,No
U03990,2025-02-16,21,Freelancer,6.9,8.0,7.8,5.0,7.0,25,137,109,1,6,7.0,67.8,6,5,No
U03900,2025-02-16,38,Analyst,8.1,10.0,7.9,2.8,5.1,50,140,108,2,4,10.0,81.9,8,7,Yes
U00811,2025-02-16,31,Teacher,9.1,10.0,3.4,1.1,9.4,62,76,46,0,1,10.0,100.0,5,4,No
U01858,2025-02-16,29,Student,9.5,10.0,1.1,0.0,10.5,85,39,43,2,1,10.0,100.0,4,2,No
U05655,2025-02-16,40,Student,8.0,10.0,8.9,5.2,6.1,56,134,119,3,5,10.0,85.7,8,6,No
U05929,2025-02-16,49,Student,7.2,10.0,7.9,6.0,7.3,26,178,120,3,6,9.0,79.0,6,4,No
U00661,2025-02-16,18,Designer,8.4,9.0,2.1,0.0,9.5,32,73,3,2,1,10.0,100.0,4,4,No
U06884,2025-02-16,28,Freelancer,5.1,7.0,5.2,2.1,7.0,58,67,55,1,3,9.0,77.3,7,3,Yes
U00424,2025-02-16,47,Freelancer,7.7,9.0,5.1,1.5,9.2,37,77,63,1,4,8.0,90.9,5,4,Yes
U03778,2025-02-17,27,Freelancer,7.6,10.0,5.1,3.3,7.1,59,126,83,0,3,10.0,96.4,3,2,No
U04912,2025-02-17,19,Designer,8.1,10.0,8.4,2.3,7.1,20,175,104,1,6,10.0,72.6,5,3,No
U04527,2025-02-17,33,Analyst,4.4,7.0,9.4,1.9,9.7,20,144,102,0,8,5.0,44.8,6,3,No
U02480,2025-02-17,35,Teacher,5.7,8.0,4.3,1.2,9.1,35,105,52,3,4,9.0,96.7,4,3,No
U05937,2025-02-17,38,Teacher,6.0,7.0,6.7,2.8,9.6,18,135,96,1,5,8.0,72.2,10,7,Yes
U03047,2025-02-17,36,Software Engineer,7.4,9.0,4.7,1.1,12.0,14,84,59,1,3,10.0,100.0,8,3,No
U01120,2025-02-17,47,Teacher,7.0,8.0,9.0,3.5,7.6,46,161,106,2,7,8.0,76.9,7,4,Yes
U06331,2025-02-17,24,Analyst,4.8,8.0,7.3,2.8,7.5,35,140,109,1,6,7.0,75.9,3,0,Yes
U04713,2025-02-17,55,Software Engineer,5.9,9.0,4.7,1.7,10.0,14,69,51,3,2,6.0,78.4,8,7,Yes
U03771,2025-02-17,44,Analyst,8.7,10.0,4.4,1.2,8.9,106,73,70,0,1,10.0,100.0,12,10,No
U00853,2025-02-17,50,Teacher,8.5,10.0,5.4,2.8,4.5,22,156,78,2,6,8.0,82.6,5,2,No
U05619,2025-02-17,41,Freelancer,5.8,9.0,7.1,4.4,6.4,65,169,119,0,6,7.0,71.3,7,4,Yes
U05582,2025-02-17,45,Analyst,7.7,9.0,6.9,0.6,6.2,30,131,85,0,5,10.0,77.0,4,3,No
U01816,2025-02-17,56,Analyst,6.7,10.0,7.2,3.7,5.2,86,115,109,5,4,9.0,73.6,7,2,No
U01819,2025-02-17,19,Software Engineer,5.0,6.0,6.7,1.6,8.6,15,89,75,1,5,7.0,68.3,2,1,No
U00918,2025-02-17,54,Student,6.5,9.0,12.1,3.4,2.8,70,233,155,2,7,10.0,50.1,4,2,No
U06491,2025-02-17,41,Student,6.1,6.0,4.5,2.1,10.2,22,68,64,1,4,8.0,82.3,6,4,Yes
U02277,2025-02-17,48,Designer,7.7,10.0,4.6,1.7,9.7,12,88,55,1,5,,93.0,6,5,No
U05091,2025-02-17,24,Designer,7.6,10.0,6.5,0.2,9.5,54,110,94,0,3,9.0,86.6,4,1,Yes
U02373,2025-02-17,58,Software Engineer,6.7,9.0,4.7,1.7,8.5,15,99,64,1,5,8.0,98.8,9,5,No
U01030,2025-02-17,23,Software Engineer,5.9,8.0,4.4,2.1,8.7,46,69,56,1,4,8.0,87.7,7,5,No
U04952,2025-02-18,26,Student,6.6,8.0,7.7,1.8,6.8,35,128,77,0,6,7.0,70.7,7,4,No
U01365,2025-02-18,43,Software Engineer,8.8,10.0,6.7,1.9,7.1,59,117,108,4,2,10.0,100.0,8,5,No
U03572,2025-02-18,41,Analyst,6.6,9.0,7.8,4.3,10.8,32,132,113,3,5,9.0,81.9,9,4,No
U01383,2025-02-18,30,Analyst,6.1,6.0,3.6,2.0,6.4,86,89,55,5,3,9.0,100.0,6,4,No
U01950,2025-02-18,35,Freelancer,8.2,8.0,7.6,1.8,6.8,56,106,100,0,4,10.0,86.7,6,3,No
U06090,2025-02-18,22,Student,8.3,10.0,8.5,,5.4,14,144,120,1,8,7.0,49.3,7,2,Yes
U01945,2025-02-18,21,Designer,4.0,6.0,6.7,1.8,6.8,26,99,71,2,5,9.0,71.6,4,3,Yes
U01827,2025-02-18,54,Student,4.9,8.0,5.7,2.7,11.8,127,111,81,1,5,8.0,87.8,9,5,Yes
U02283,2025-02-18,49,Software Engineer,7.0,10.0,5.6,1.6,8.5,73,94,53,1,3,10.0,94.8,2,1,Yes
U01313,2025-02-18,25,Freelancer,4.4,7.0,6.4,1.1,10.5,114,117,90,1,6,10.0,80.8,5,2,No
U06514,2025-02-18,35,Analyst,6.9,9.0,6.2,3.7,10.3,74,147,81,0,3,9.0,100.0,6,4,Yes
U00523,2025-02-18,58,Student,7.1,10.0,6.5,3.1,9.9,38,105,94,0,4,10.0,91.5,9,5,No
U03194,2025-02-18,46,Freelancer,6.3,10.0,7.0,3.2,9.5,54,118,105,0,5,8.0,84.5,9,5,Yes
U05514,2025-02-18,30,Analyst,6.0,8.0,5.8,1.2,8.3,75,88,82,1,6,8.0,66.4,11,8,No
U05518,2025-02-18,26,Student,7.4,10.0,8.6,3.7,7.9,2,137,128,2,6,6.0,71.2,8,5,No
U03107,2025-02-18,50,Teacher,6.5,9.0,6.3,1.5,11.9,25,109,51,2,4,8.0,100.0,11,7,No
U02547,2025-02-18,39,Analyst,6.4,10.0,6.1,0.8,9.5,39,87,77,0,4,9.0,67.9,4,1,Yes
U04923,2025-02-18,58,Designer,9.2,10.0,7.5,4.7,10.0,52,142,117,2,4,9.0,100.0,5,3,No
U02302,2025-02-18,26,Software Engineer,8.6,10.0,5.2,2.6,9.6,13,108,66,6,2,10.0,100.0,7,6,Yes
U00801,2025-02-19,32,Analyst,9.2,10.0,9.2,3.8,9.3,12,159,112,2,5,8.0,78.1,3,2,Yes
U06294,2025-02-19,54,Freelancer,7.8,8.0,3.2,1.6,11.3,11,86,46,1,5,7.0,99.3,6,4,No
U00622,2025-02-19,28,Analyst,7.9,6.0,9.3,4.5,8.4,34,158,127,1,6,8.0,73.5,6,2,No
U01042,2025-02-19,57,Teacher,5.8,7.0,6.9,3.7,9.1,13,136,121,4,6,8.0,75.9,9,4,No
U05265,2025-02-19,43,Student,7.6,10.0,6.4,2.4,6.0,7,157,67,1,4,9.0,76.0,9,5,No
U02822,2025-02-19,60,Teacher,7.1,10.0,8.0,3.1,5.7,29,173,97,0,7,6.0,71.2,5,4,Yes
U01051,2025-02-19,45,Analyst,7.7,10.0,5.5,2.4,8.5,45,109,77,1,2,10.0,100.0,7,4,Yes
U06207,2025-02-19,51,Analyst,5.5,10.0,4.5,3.0,7.3,113,104,56,1,2,10.0,100.0,9,4,No
U06972,2025-02-19,20,Teacher,7.1,10.0,4.9,2.2,6.3,73,100,70,2,3,10.0,100.0,7,7,No
U03223,2025-02-19,23,Designer,7.9,10.0,4.1,1.5,8.0,64,100,54,0,4,9.0,93.8,5,3,No
U03219,2025-02-19,44,Analyst,8.2,9.0,4.5,2.0,10.8,19,96,69,3,4,8.0,100.0,5,3,No
U06044,2025-02-19,48,Student,8.7,10.0,6.1,2.7,9.6,75,124,78,3,4,10.0,100.0,5,4,No
U02933,2025-02-19,52,Student,7.3,9.0,5.1,2.3,10.6,37,122,72,0,2,9.0,98.6,7,6,Yes
U04143,2025-02-19,43,Teacher,7.2,10.0,5.4,2.0,6.7,20,116,56,1,3,9.0,82.8,8,4,Yes
U00246,2025-02-19,29,Analyst,6.8,10.0,7.0,3.5,7.7,48,125,109,2,3,10.0,93.9,3,1,No
U00453,2025-02-19,49,Teacher,4.7,9.0,6.7,2.2,7.9,8,133,93,0,7,8.0,65.9,10,4,No
U04710,2025-02-19,45,Analyst,8.1,10.0,6.1,3.6,6.7,26,117,70,2,4,8.0,83.8,6,3,No
U03347,2025-02-19,41,Analyst,8.1,9.0,8.8,4.4,3.8,61,149,125,3,3,8.0,85.7,9,5,Yes
U04833,2025-02-19,42,Designer,8.0,10.0,6.7,1.9,10.4,28,133,85,3,4,7.0,75.5,4,2,Yes
U02712,2025-02-19,41,Teacher,5.7,9.0,2.7,1.6,9.3,26,65,53,1,4,9.0,78.3,3,2,Yes
U00350,2025-02-19,52,Teacher,9.0,10.0,4.9,2.2,9.7,30,128,64,1,2,8.0,100.0,15,11,Yes
U03510,2025-02-19,42,Student,6.2,10.0,6.7,4.8,11.7,61,135,98,2,4,8.0,94.6,7,5,No
U02241,2025-02-19,44,Analyst,6.9,9.0,7.5,4.2,7.9,31,136,110,1,5,7.0,85.6,8,6,Yes
U04786,2025-02-19,51,Student,7.2,8.0,7.4,1.7,7.0,8,92,89,1,4,9.0,71.3,8,6,No
U05223,2025-02-19,52,Analyst,7.6,8.0,4.3,1.1,8.5,32,100,49,2,5,9.0,100.0,4,3,Yes
U01268,2025-02-19,56,Freelancer,7.0,10.0,6.4,5.0,6.6,54,123,107,2,4,9.0,92.3,7,4,No
U06643,2025-02-20,40,Teacher,7.3,10.0,8.6,4.8,7.1,15,190,121,3,5,7.0,70.1,9,6,Yes
U05020,2025-02-20,18,Software Engineer,7.9,10.0,6.1,2.4,9.4,41,102,68,1,4,9.0,100.0,10,5,Yes
U02258,2025-02-20,20,Designer,6.2,8.0,9.8,1.4,5.5,54,195,114,1,9,6.0,63.5,4,1,No
U06004,2025-02-20,35,Analyst,8.0,10.0,8.3,4.8,6.8,38,132,104,0,6,9.0,73.0,11,8,No
U04323,2025-02-20,30,Freelancer,8.0,10.0,7.4,3.0,12.0,43,139,107,2,5,10.0,90.2,9,6,Yes
U01979,2025-02-20,27,Student,5.6,8.0,7.1,1.5,11.0,20,102,89,1,5,7.0,73.2,11,8,Yes
U00093,2025-02-20,52,Software Engineer,7.0,10.0,7.0,1.7,5.3,22,131,79,0,4,8.0,71.5,9,5,No
U03201,2025-02-20,44,Freelancer,6.6,10.0,6.6,3.3,11.4,14,131,98,0,6,8.0,82.3,13,11,No
U05050,2025-02-20,34,Freelancer,5.6,6.0,8.3,1.6,5.7,44,130,102,1,6,7.0,50.0,6,5,Yes
U06348,2025-02-20,34,Designer,5.9,10.0,7.4,3.8,7.9,28,131,72,3,6,7.0,58.9,6,3,No
U00194,2025-02-20,36,Teacher,7.1,10.0,5.3,1.5,11.9,37,122,83,0,4,8.0,82.9,8,5,Yes
U01380,2025-02-20,59,Analyst,6.1,10.0,6.7,0.4,10.4,17,75,92,0,8,8.0,73.5,4,2,No
U05752,2025-02-20,55,Analyst,7.8,7.0,5.2,0.3,7.4,48,118,68,1,5,9.0,89.7,9,5,No
U01494,2025-02-20,20,Software Engineer,5.8,9.0,7.2,4.5,9.5,51,132,114,5,7,8.0,71.9,12,6,No
U05204,2025-02-20,27,Designer,8.7,10.0,4.1,3.1,10.0,44,81,68,0,1,10.0,100.0,5,5,Yes
